doc,kind,title,line_start,line_end,scripts,hash,last_changed
introduction,section,"Physical, geometric, topological: why the architecture is plausible",998,1012,,5a4228cd0587,2026-06-12
introduction,section,What role $E_8$ now plays exactly,1013,1038,,07ec9c971cd7,2026-06-12
introduction,section,What this means for the theory-of-everything question,1039,1104,,d773e60ceab0,2026-08-30
introduction,subsection,"The closure ledger: what is done, and what genuinely remains",1105,1199,,e1b7ccda5c02,2026-08-30
introduction,section,TFPT in the light of algorithmic physics: Zuse--Schmidhuber--Wolfram,1200,1216,,ba6ca0b2afb6,2026-07-14
introduction,subsection,Three shared instincts,1217,1236,,9ea479076763,2026-07-14
introduction,subsection,Three deliberate divergences,1237,1276,v747_automaton_multiway_tower.py;v748_automaton_sigma_orbifold_confluence.py,4a0da3ba31ce,2026-08-04
introduction,section,Does this make the theory more probable?,1277,1294,,540397fd6436,2026-06-12
introduction,section,Predictions for running and upcoming experiments,1295,1365,v100_numerology_null_mc.py;v84_frozen_registry.py,aebe6e44a5a3,2026-06-12
introduction,section,Conclusion,1366,1377,,85f94f17b1dd,2026-06-12
introduction,section,Appendix: computational verification (reproducibility),1378,1421,v1_e8_glue.py,4dd8212d1341,2026-07-14
tfpt_1_architecture_e8,front,(front matter),1,146,,31add055d84c,2026-06-12
tfpt_1_architecture_e8,section,How to read this document,147,1673,v106_review_validation.py;v109_sheet_pairing.py;v110_calderon_sheet.py;v111_quadratic_transport.py;v112_selfcounting_channel.py;v113_quasifree_kernel.py;v216_marks_gauss_bonnet.py;v23_anchor_generator.py;v491_p2_partition_corollary.py;v499_p2_weights_deligne_bg.py;v506_seam_clock_rigidity.py;v507_seam_bit_origin.py;v510_seam_bit_freedom.py;v512_seam_tau_flag.py;v534_seam_straddle_cone.py;v566_parabolic_anchor_selfcode.py;v567_carrier_free_q_reconstruction.py;v568_bit_selector_ladder.py;v572_rp_bit_form.py;v574_stageb_winding.py;v584_ext_source_response.py;v590_involution_existence.py;v597_mu4_cover_model.py;v598_cover_dictionary.py;v599_real_structure.py;v600_joint_embedding.py;v601_equivariant_dual.py;v689_gaussian_code_bridge.py;v690_quartic_half.py;v714_moonshot_hecke_groupoid.py;v716_moonshot_arch_glue.py;v719_moonshot_traceformula.py;v736_orbit_packet.py;v737_seam48_intertwiner.py;v752_projective_hamming_incidence.py;v774_arf_spinor_compiler.py;v775_gaussian_class_d5_purity.py;v776_boundary_hamming_uniqueness.py;v781_one_object_clock_census.py;v782_e8_transition_bus.py;v783_two_qubit_clifford.py;v784_curve_code_2torsion.py;v796_duad_syntheme_bridge.py;v798_seam_clifford_modular_s.py;v799_seam_code_typeii.py;v800_e8_torsor_fourier.py;v803_e8_jetcode_affine_nsr.py;v807_lorentz_nullselector.py;v808_petersen_sixthroot.py;v809_curve_code_doily.py;v810_cutcode_moment.py;v813_p1_index_kms.py;v814_k5_sixstep_transport.py;v819_prime_packet_rm14.py;v820_prime_kraus_rm24.py;v821_prime_vacuum35.py;v832_anchor_flavor_checksum.py;v833_gaussian_ramification_ladder.py;v844_message_doily_rank.py;v845_cfin_normal_form.py;v849_cfin_unique_cofinal_lean.py;v852_arf_vacuum_ovoid.py;v853_bent_css_mangoldt.py;v857_simplex_fourier_winding.py;v858_g31_clock_alphabet.py;v861_krein_normalform_lean.py;v862_defect_polar_weld.py;v863_redheffer_colligation.py;v868_divisor210_audits.py;v874_feedback_decoder_lean.py;v875_shell_global_lean.py;v880_finite_anchor_theorems.py;v888_finite_pfaffian_signature.py;v896_wick_block_functor.py;v898_kms_schur_mixing.py;v903_seam_rp_exclusion.py;v908_seam_equilibrium_wiring.py;v911_wiring_freedom.py,03146948e8b7,2026-08-12
tfpt_1_architecture_e8,section,Headline: the Pascal compiler on five carrier slots,1674,1731,,32b8525a612e,2026-06-12
tfpt_1_architecture_e8,subsection,$\gcar=5$ as the Pascal closure,1732,1780,v14_carrier_uniqueness.py;v2_carrier_pascal.py;v44_carrier_exterior.py;v45_family_exterior.py;v46_grand_mass_volume.py,fc6f945c2144,2026-06-12
tfpt_1_architecture_e8,subsection,"One master moment generates $40$, $41$, $240$, $\dtwo$",1781,1796,v810_cutcode_moment.py,fc82c8b159de,2026-08-06
tfpt_1_architecture_e8,subsection,Compact $E_8$ compression and the role of $\nu^c$,1797,1808,,40fd97454046,2026-06-12
tfpt_1_architecture_e8,section,"The $D_5\times A_3$ compiler: $E_8$ as a closure, not an input",1809,1910,v469_seam_crossedproduct_route.py;v489_seam_modular_commutator.py;v722_phys_ramified_ns_r.py;v726_phys_car_pp_index.py;v779_gnet_gns_arf.py;v802_gnet_martingale.py,62776c05ef8b,2026-08-06
tfpt_1_architecture_e8,subsection,Carrier $=D_5=\mathfrak{so}_{10}$ (proved),1911,1927,v810_cutcode_moment.py,48d82e70dedc,2026-08-06
tfpt_1_architecture_e8,subsection,"Family $=A_3=\mathfrak{su}_4$ from $\mathbb P^1\setminus\mu_4$ (proved, with the metric settled)",1928,1961,v219_icosahedral_mckay.py;v223_coxeter_totative_clock.py,e4de3541bbe3,2026-06-17
tfpt_1_architecture_e8,subsection,The $\mu_4$ glue and the $5/4+3/4=2$ discriminant theorem (proved),1962,3405,v1_e8_glue.py;v535_hecke_from_geometry.py;v536_eichler_trace_layer.py;v537_halfintegral_bridge.py;v538_relative_trace_identity.py;v539_weil_structure_family.py;v540_amplitude_linear_carrier.py;v541_matching_lemma_ledger.py;v542_margin_chain_identities.py;v543_lumped_pair_identities.py;v544_long_lag_support.py;v545_hardy_core_identities.py;v546_capacity_chain_identities.py;v547_level_lemma_identities.py;v548_green_szego_identities.py;v549_gauge_parity_identities.py;v550_odd_sector_identities.py;v551_ritz_ceiling_certificate.py;v552_angle_instruments.py;v553_exact_form_identities.py;v554_sampling_harmonics_identities.py;v555_pareto_tv_identities.py;v556_gauge_ppr_identities.py;v557_cascade_vector_identities.py;v558_bilinear_rank_identities.py;v559_phase2_capstone.py;v560_frame_deficit_identities.py;v562_dense_limit_identities.py;v563_paper2_readouts.py,d0ac71083748,2026-07-30
tfpt_1_architecture_e8,subsection,"Glue-norm arithmetic, and three readings of $41$, $60$, $120$",3406,3560,v115_anchor_residue.py;v116_resonance_uniqueness.py;v117_monodromy_weyl_a3.py;v137_qplus_cohomology.py;v141_deck_selection.py;v142_frame_integrality.py;v145_pairing_atoms.py;v146_moebius_d4.py;v222_cm_norm_duality.py;v74_compiler_micro_lemmas.py;v91_spine_tetrahedron.py,0c702b08140b,2026-06-17
tfpt_1_architecture_e8,subsection,What the compiler outputs for the Standard Model and our reality,3561,3605,,3d7ad0857bd5,2026-06-24
tfpt_1_architecture_e8,section,Grammar I --- the carrier grammar ($3+2$),3606,3621,v2_carrier_pascal.py,12cbe2093168,2026-06-12
tfpt_1_architecture_e8,subsection,Dual-root dictionary (everything from two charges),3622,3666,,17f83a851b31,2026-06-12
tfpt_1_architecture_e8,subsection,Carrier arithmetic (proved identities),3667,3691,,96840e312e66,2026-06-12
tfpt_1_architecture_e8,section,Grammar II --- the seed grammar (one decoder $\useed$),3692,3727,v106_review_validation.py,d2f237d4c817,2026-06-12
tfpt_1_architecture_e8,section,Grammar III --- the action grammar (exponentials of $\ainv$),3728,3788,,887c984b5b2c,2026-06-12
tfpt_1_architecture_e8,subsection,The EM closure: $\ainv$ as an explicit fixed point (made explicit here),3789,4044,v341_alpha_quillen.py;v342_em_ward_heatkernel.py;v382_alpha_quillen_exact.py;v391_alpha_quillen_progress.py;v3_em_alpha.py;v433_alpha_quillen_heatkernel.py;v434_alpha_quillen_betafunction.py;v435_alpha_quillen_chernlevel.py;v470_alpha_inflow_level.py;v472_quillen_detline_moduli.py;v484_seam_contact_unit.py;v485_contact_diagonal_closed.py;v48_em_ward.py;v974_alpha_faces_computed.py;v985_quillen_channel_swap.py,c95fa17c91bc,2026-08-28
tfpt_1_architecture_e8,subsection,"The decuple bridge (new, exact headline)",4045,4069,,604a14549a07,2026-06-12
tfpt_1_architecture_e8,subsection,"The full power tower: $x^{1},x^{5},x^{10}$ on the carrier graph $K_5$",4070,4089,,e60b31acc53b,2026-06-12
tfpt_1_architecture_e8,subsection,"Hubble is the square root of $\Lambda$ (corollary, exact)",4090,4102,,f71ac88c931d,2026-06-12
tfpt_1_architecture_e8,subsection,The $\sim123$ orders of the cosmological constant,4103,4127,v7_gravity_cosmo.py,33204ef66256,2026-06-12
tfpt_1_architecture_e8,subsection,The ladder is binomial; $2\gcar=\binom{\gcar}{2}$ singles out $\gcar=5$,4128,4148,v2_carrier_pascal.py,1230086f59a8,2026-06-12
tfpt_1_architecture_e8,subsection,Discriminant action theorem: the ladder reads the hypercharge discriminant,4149,4164,,5ee0de80e6f6,2026-06-12
tfpt_1_architecture_e8,subsection,A two-dimensional action lattice,4165,4192,,6c44fba9e667,2026-06-12
tfpt_1_architecture_e8,section,The Einstein normaliser as a corrected tree value,4193,4210,v1_e8_glue.py,a347920cff11,2026-06-12
tfpt_1_architecture_e8,section,"$\Lambda$-anchored metrology closure, and two anchors",4211,4282,v60_lambda_metrology_branch.py,ff0658321bbb,2026-06-12
tfpt_1_architecture_e8,section,The landscape: $\gcar=5$ is overdetermined,4283,4308,v14_carrier_uniqueness.py;v6_bootstrap.py,106d81a23624,2026-06-12
tfpt_1_architecture_e8,section,The $E_8$ carrier atlas --- stated unambiguously,4309,4317,v5_e8_cascade.py,121df94bcf3e,2026-06-12
tfpt_1_architecture_e8,subsection,Level 1 --- original $E_8$ data of the series (\mE),4318,4334,,e3304fd383c7,2026-06-12
tfpt_1_architecture_e8,subsection,Level 2 --- new exact counting identities (\mE),4335,4343,,143799fadb70,2026-06-12
tfpt_1_architecture_e8,subsection,Level 2.5 --- the even-flip transition atlas (a falsifiable program),4344,4404,v531_coxeter_tensor_stage_a.py;v532_e8_degree_modular_checksum.py,883f906865dd,2026-07-23
tfpt_1_architecture_e8,subsection,Level 2.7 --- the carrier Coxeter theorem (the strongest new bridge),4405,4425,,4ccc4166d68a,2026-06-12
tfpt_1_architecture_e8,subsection,Level 2.8 --- positive-root moment: $|R^+(E_8)|=\operatorname{Tr}_{S^+}X^2=5!$,4426,4441,,2fcb29770020,2026-06-12
tfpt_1_architecture_e8,subsection,Level 2.9 --- the $2{\cdot}3{\cdot}5$ Coxeter cyclotomic compiler (meta-theorem),4442,4467,,c6ed7db7818d,2026-06-12
tfpt_1_architecture_e8,subsection,Level 3 --- conjectural geometric readings (\mC),4468,4494,,2c4cf5c57ce7,2026-06-12
tfpt_1_architecture_e8,section,"$\mathbb Z_6$ monodromy, flavor and CP readouts",4495,4512,v88_cp_phase_audit.py,1b4c087134e9,2026-06-12
tfpt_1_architecture_e8,subsection,CP as triple seed variance; a closed observable quadrilateral,4513,4548,,b2d481b93ab9,2026-06-12
tfpt_1_architecture_e8,section,Mass hierarchy as a hexagon with one extra turn,4549,4574,v18_quark_yukawa.py;v20_lepton_c_derivation.py,b9a59832c5a3,2026-06-12
tfpt_1_architecture_e8,subsection,Lepton flavor decuple: the charged-lepton determinant carries $u^{10}$,4575,4597,,35942d3e5b57,2026-06-12
tfpt_1_architecture_e8,subsection,Why the top Yukawa is $\approx1$: the $L=0$ anchor (Froggatt--Nielsen ladder),4598,4621,,7b4cae5a4c8e,2026-06-12
tfpt_1_architecture_e8,section,Inflation interface,4622,4664,v494_cosmo_running_mu_record.py;v7_gravity_cosmo.py;v86_nstar_reheating.py,6348f8a40195,2026-07-21
tfpt_1_architecture_e8,section,Further simple bridges,4665,4682,v74_compiler_micro_lemmas.py,22081a062641,2026-06-12
tfpt_1_architecture_e8,section,Closures that the architecture rests on,4683,4727,v36_spectral_action_g2.py;v4_flavor_matrix.py,ed1a7f05f64d,2026-06-24
tfpt_1_architecture_e8,section,Status summary and open audit points,4728,4819,v22_open_gates_audit.py,9530e557067f,2026-07-23
tfpt_1_architecture_e8,section,Consolidated picture,4820,4913,,6e4cbcf8123d,2026-07-23
tfpt_1_architecture_e8,section,Theorem 1 --- the even carrier code,4914,4947,v79_review_identities.py,3d0eebca4c2c,2026-06-12
tfpt_1_architecture_e8,section,Theorem 2 --- Exterior--Action Duality,4948,5006,v79_review_identities.py,c1712ff04295,2026-06-12
tfpt_1_architecture_e8,section,Theorem 3 --- the Coxeter closure equation selects $\gcar=5$,5007,5019,,166eb67bba5d,2026-06-12
tfpt_1_architecture_e8,section,Theorem 4 --- the $\mathbb Z_{30}$ cyclotomic Coxeter compiler,5020,5038,,d331d7e14c1e,2026-06-12
tfpt_1_architecture_e8,section,Theorem 5 --- the root transition atlas and the positive-edge moment,5039,5064,,8b162142ffe4,2026-06-12
tfpt_1_architecture_e8,section,"Theorem 6 --- downstream readouts from $(h,r,\cthree)$",5065,5140,v36_spectral_action_g2.py,63f10f097b2e,2026-06-12
tfpt_1_architecture_e8,section,Theorem 7 --- the $D_5\times A_3$ lift of the $E_8$ atlas,5141,5388,v41_leg_assignment.py;v47_selection_theorem.py;v491_p2_partition_corollary.py;v499_p2_weights_deligne_bg.py;v506_seam_clock_rigidity.py;v507_seam_bit_origin.py;v510_seam_bit_freedom.py;v512_seam_tau_flag.py;v51_boundary_half_step.py;v53_compiler_core.py,2ad5339f74e0,2026-07-24
tfpt_1_architecture_e8,section,"Theorem 8 --- the $(1,1,2)$ anchor microcode and the $\varphi_0$-ladder",5389,5445,v407_dn_pairings_omega.py;v832_anchor_flavor_checksum.py,80bf756c463d,2026-08-07
tfpt_1_architecture_e8,section,Master statement and status,5446,5495,,7eb18c18c877,2026-06-12
tfpt_1_architecture_e8,section,Appendix: machine-checkable $E_8=(D_5\oplus A_3)+\mu_4$ construction,5496,5614,,37ba4861318e,2026-06-12
tfpt_1_architecture_e8,section,Appendix: computational verification,5615,5634,v1_e8_glue.py;v2_carrier_pascal.py;v3_em_alpha.py;v4_flavor_matrix.py;v7_gravity_cosmo.py,ede62b4eb321,2026-06-25
tfpt_2_standard_model,front,(front matter),1,130,,9bb410b30126,2026-06-23
tfpt_2_standard_model,section,The principle: one master formula instead of many Yukawa numbers,131,160,v172_trace_anomaly_seed.py,e9c22c490295,2026-06-13
tfpt_2_standard_model,section,The seed $\phiz$ as a decoder,161,185,,9aac6cf99de9,2026-06-12
tfpt_2_standard_model,section,The flavor residue matrix is the compiler signature,186,310,v4_flavor_matrix.py;v812_flavor_graph_filtration.py,1e178ed66f1f,2026-08-06
tfpt_2_standard_model,section,Charged leptons: completely closed in $\phiz$,311,408,v118_hexagon_family_dictionary.py;v20_lepton_c_derivation.py;v21_solar_product_quark.py;v220_cp_hexagonal_modulus.py;v229_lepton_frobenius_algebra.py;v37_plucker_anchor.py;v51_boundary_half_step.py,4a92e6055cb6,2026-06-16
tfpt_2_standard_model,section,Quarks: hierarchy from the same word-lengths,409,572,v174_seam_fock_readings.py;v17_hexagonal_resolvent.py;v24_quark_ratio_closure.py;v26_flavor_frontier_unification.py;v37_plucker_anchor.py;v42_exterior_leg.py;v49_readout_rigidity.py;v71_simple_r_bridge.py;v94_sheet_diamond.py,7c03e77531da,2026-06-13
tfpt_2_standard_model,section,The Sheet Diamond and the Winding Line: masses and transport from one surface,573,1626,v101_horizon_anchor.py;v10_projection_involution.py;v11_unique_KQ.py;v128_graded_hull.py;v12_mass_generation_polynomials.py;v134_dual_anchor.py;v135_det_surface.py;v137_qplus_cohomology.py;v140_canonical_map.py;v141_deck_selection.py;v146_moebius_d4.py;v218_diamond_axis_geometry.py;v222_cm_norm_duality.py;v224_diamond_ftransfer_path.py;v230_center_budget_norms.py;v37_plucker_anchor.py;v410_sheet_generator_binary.py;v411_ud_ratio_vpower.py;v412_sheet_source_corner_J.py;v413_sheet_characteristic_calculus.py;v414_center_resolvent_portal.py;v415_gaussian_operator.py;v417_eisenstein_cp_operator.py;v46_grand_mass_volume.py;v50_q_geometry.py;v52_pencil_endpoints.py;v530_center_quotient_compiler.py;v533_ftransfer_disc7_norm.py;v54_seam_horizon_keystones.py;v566_parabolic_anchor_selfcode.py;v567_carrier_free_q_reconstruction.py;v568_bit_selector_ladder.py;v56_unique_attractor.py;v572_rp_bit_form.py;v574_stageb_winding.py;v584_ext_source_response.py;v590_involution_existence.py;v597_mu4_cover_model.py;v598_cover_dictionary.py;v599_real_structure.py;v600_joint_embedding.py;v601_equivariant_dual.py;v689_gaussian_code_bridge.py;v690_quartic_half.py;v69_d4_q_geometry.py;v70_q_integer_lift.py;v714_moonshot_hecke_groupoid.py;v716_moonshot_arch_glue.py;v719_moonshot_traceformula.py;v72_q_det_from_cusp.py;v736_orbit_packet.py;v74_compiler_micro_lemmas.py;v752_projective_hamming_incidence.py;v774_arf_spinor_compiler.py;v775_gaussian_class_d5_purity.py;v776_boundary_hamming_uniqueness.py;v798_seam_clifford_modular_s.py;v799_seam_code_typeii.py;v80_operator_pencil_geometry.py;v819_prime_packet_rm14.py;v81_singular_pencil_matrices.py;v820_prime_kraus_rm24.py;v82_koide_attractor_splitting.py;v857_simplex_fourier_winding.py;v85_master_cover.py;v874_feedback_decoder_lean.py;v92_glue_uniqueness.py;v94_sheet_diamond.py;v95_centered_diamond.py;v96_branch_kernel_selection.py;v977_transfer_unistochastic_wilson.py;v97_sheet_conjugation_bridge.py;v98_discriminant_dictionary.py,830e006e62ed,2026-08-27
tfpt_2_standard_model,subsection,"Closing the audit gates: is $M{=}41$, $K$, $Q$ derived or imported?",1627,1750,v11_unique_KQ.py;v13_open_gates.py;v159_pyrate_gauge_crosscheck.py;v163_rg_stability_flavor.py;v164_qcd_scale.py;v16_solar_dual_anchor.py;v21_solar_product_quark.py;v74_compiler_micro_lemmas.py;v79_review_identities.py,784125cbc405,2026-07-02
tfpt_2_standard_model,section,Mixing: CKM and PMNS from holonomy,1751,1790,,250e0e9b01e6,2026-06-15
tfpt_2_standard_model,subsection,Downstream flavor readout: the rare kaons $K\to\pi\nu\bar\nu$,1791,1828,v202_rare_kaon.py,39a675abdb19,2026-06-22
tfpt_2_standard_model,section,Neutrinos,1829,2090,v1001_nu_pentagon_chain.py;v1003_nu_structural_nulls.py;v1024_parent_internal_boundaries.py;v263_mnu_from_df.py;v268_theta13_carrier_trace.py;v270_pmns_jarlskog_assembly.py;v272_nu_mass_scale.py;v328_theta13_pressure.py;v338_theta13_budget.py;v406_pmns_phase_origin.py;v467_thirdgen_mixing_pattern.py;v468_dm2_ratio_jarlskog.py;v481_seesaw_carrier_ladder.py;v482_seesaw_rung_decision.py;v488_majorana_clebsch_door.py;v725_phys_vgeo_torsor_audit.py;v986_nu_scalaron_rung.py,d7e61178e21b,2026-09-05
tfpt_2_standard_model,section,How the legacy layers simplify (bridge map),2091,2117,,f76d4592f628,2026-06-23
tfpt_2_standard_model,section,Is the entire Standard Model thereby derived?,2118,2168,,a95844bb2e03,2026-06-12
tfpt_2_standard_model,section,Closure status of the five former open questions,2169,2175,,d81c4f2bc8c5,2026-06-12
tfpt_2_standard_model,subsection,(1) Flavor residual --- ratios closed combinatorially; only the absolute scale is the wall-selection $(U_{\mathrm{wall}})$ \mE/\mO,2176,2205,v27_wall_representative.py;v30_d4_character_variety.py;v31_R_dictionary.py;v33_explicit_flat_bundle.py;v34_h2_bridge_attempt.py,ab9fd38ab334,2026-06-12
tfpt_2_standard_model,subsection,(2) Gravity --- the classical covariant field equation carries no free dimensionless Newton coupling under the named QFT/entanglement premises \mC; the $R^2$ inflation layer up to one truncation \mE/\mC,2206,2255,v36_spectral_action_g2.py,c0ae74a5468c,2026-08-28
tfpt_2_standard_model,subsection,(3) Strong CP --- decoupled from the mass-gap problem \mE/\mC,2256,2296,v173_pfaffian_cp_car.py,9e8863919ffb,2026-06-13
tfpt_2_standard_model,subsection,(4) Constructive QFT closure of the admissible physical sector \mE/\mC,2297,2384,v252_full_finite_triple.py;v258_dirac_covariance_induction.py;v259_modular_cutoff_kappa.py;v260_k3_kummer_unification.py;v261_modular_spectral_closure.py;v381_qft4d_eg_allorder.py,ee8587b4c553,2026-08-27
tfpt_2_standard_model,subsection,"(5) Axioms P1/P2 --- P2 machine-verified, P1 as an interface \mE/\mO",2385,2448,,c0a53aa411be,2026-06-23
tfpt_2_standard_model,section,How the original-paper predictions simplify,2449,2483,,b49be45910b9,2026-06-12
tfpt_2_standard_model,section,Conclusion,2484,2554,,4039fecc9969,2026-08-30
tfpt_2_standard_model,section,The setup: parabolic data on the family curve,2555,2603,,da2a8b23c886,2026-06-13
tfpt_2_standard_model,section,Exact scaffolding (proved),2604,2640,,4a2c6f9f0067,2026-06-12
tfpt_2_standard_model,section,The Riemann--Hilbert side (what the monodromy fixes),2641,2668,,c8f08856fa97,2026-06-13
tfpt_2_standard_model,section,The parabolic-weight computation (resolved this round),2669,2726,v4_flavor_matrix.py;v9_neutrino_texture.py,6a586ab59d15,2026-06-12
tfpt_2_standard_model,section,Global computation: the anchor multiset is derived,2727,2826,v499_p2_weights_deligne_bg.py;v503_qgeo_emergence_light.py;v506_seam_clock_rigidity.py;v507_seam_bit_origin.py;v510_seam_bit_freedom.py;v534_seam_straddle_cone.py,4a6a7f89d393,2026-07-24
tfpt_2_standard_model,subsection,"Part (ii): the $\mathbb Z_6$ structure of the residues, and the frontier",2827,2870,,460dabfecef9,2026-06-12
tfpt_2_standard_model,subsection,The flavor transport theorem,2871,2932,,7c6bb9501156,2026-06-13
tfpt_2_standard_model,section,The Parabolic Anchor Compiler,2933,2945,,94764ed306ed,2026-06-12
tfpt_2_standard_model,subsection,Budget master table: everything is $d_p=-\deg E=4$ times a Coxeter datum,2946,2959,,b1e4b1c6b38d,2026-06-12
tfpt_2_standard_model,subsection,"Flavor budget split, row sums, scalaron deficit",2960,2982,v7_gravity_cosmo.py,becad1e78641,2026-06-12
tfpt_2_standard_model,subsection,The anchor power compiler,2983,3031,,814d0f23b42b,2026-06-12
tfpt_2_standard_model,subsection,Residue-matrix spectral selector --- sharpening (H2),3032,3129,v832_anchor_flavor_checksum.py,9a4c477132da,2026-08-07
tfpt_2_standard_model,section,Closing the flavor block: two theorems,3130,3248,,6be5f58c9979,2026-06-22
tfpt_2_standard_model,section,Status,3249,3305,,f5ceab40dc08,2026-06-23
tfpt_2_standard_model,section,The explicit mass gap closes dynamics and clustering,3306,3465,v746_phys_gnet_local_functor.py;v779_gnet_gns_arf.py;v783_two_qubit_clifford.py;v798_seam_clifford_modular_s.py;v802_gnet_martingale.py,df8035165453,2026-08-06
tfpt_2_standard_model,section,The seam elliptic complex is Fredholm (APS),3466,3488,,0b980ed498f3,2026-06-13
tfpt_2_standard_model,section,The $R^{n\ge3}$ truncation is $O(1/N_\star^2)$-bounded,3489,3577,v494_cosmo_running_mu_record.py;v86_nstar_reheating.py,5a0416c1f014,2026-07-21
tfpt_2_standard_model,section,"The ambient closure: one spectral-action measure, IR-complete by decoupling",3578,3713,v255_spectral_action_expansion.py;v258_dirac_covariance_induction.py;v259_modular_cutoff_kappa.py;v261_modular_spectral_closure.py;v28_gravity_fR.py,72ad3f8ead32,2026-06-23
tfpt_2_standard_model,subsection,Seam response grammar: gravity is the inverse seed gain,3714,3781,,7cd027f0fd95,2026-06-13
tfpt_2_standard_model,section,The solar angle $\theta_{12}$: derived from the seam,3782,3847,v84_frozen_registry.py;v9_neutrino_texture.py,6169f83a8004,2026-06-24
tfpt_2_standard_model,section,Quark $c$-rationals: best values at current precision,3848,3912,v808_petersen_sixthroot.py;v814_k5_sixstep_transport.py,5e0822627eee,2026-08-06
tfpt_2_standard_model,section,"H2: the moduli computation, set up explicitly",3913,4019,v19_monodromy_moduli.py;v26_flavor_frontier_unification.py;v27_wall_representative.py;v491_p2_partition_corollary.py;v499_p2_weights_deligne_bg.py;v49_readout_rigidity.py;v69_d4_q_geometry.py;v70_q_integer_lift.py,6561ef8ed75b,2026-07-21
tfpt_2_standard_model,section,"Status: what is now written out, and what is honestly left",4020,4071,v19_monodromy_moduli.py;v723_phys_modular_clock.py;v724_phys_t3b_modular_flows.py,851f00cc4cc6,2026-08-03
tfpt_2_standard_model,section,Appendix: computational verification,4072,4089,v2_carrier_pascal.py;v3_em_alpha.py;v4_flavor_matrix.py;v7_gravity_cosmo.py,d8bd87e41596,2026-06-25
tfpt_3_e8_audit_bootstrap,front,(front matter),1,170,,15bc8e128ef8,2026-08-27
